Number of Tool Switches: 32 

Time elapsed: 0.200483 
Tool Sequence:
      8J  6J  5J  7J  2J  1J  4J  3J
  1T   0   1   1   1   1   0   0   0
  2T   0   0   0   0   0   1   1   1
  3T   0   1   1   1   1   1   1   1
  4T   0   0   1   1   0   0   0   0
  5T   1   1   0   0   0   0   1   1
  6T   1   0   0   0   0   0   1   1
  7T   1   0   0   0   0   0   0   0
  8T   1   1   0   0   0   1   1   1
  9T   0   0   0   0   1   0   0   0
 10T   1   0   0   0   0   0   0   1
 11T   1   1   1   1   1   1   1   1
 12T   0   1   0   0   0   1   0   0
 13T   0   0   0   0   1   1   1   1
 14T   1   1   0   0   1   0   0   0
 15T   0   0   1   1   0   0   0   0
 16T   0   0   1   0   0   0   0   0
 17T   0   1   1   1   1   0   0   0
 18T   0   0   1   1   1   1   0   0
 19T   0   0   0   1   1   1   0   0
 20T   0   0   0   0   0   1   1   1
 21T   0   0   0   0   0   1   1   1
 22T   0   0   0   0   0   0   1   0
 23T   1   0   0   1   1   0   0   0
 24T   1   1   1   1   0   0   0   0
 25T   1   1   1   0   0   0   0   0
