Number of Tool Switches: 25 

Time elapsed: 0.048340 
Tool Sequence:
      5J  6J  8J  4J  2J  3J  1J  7J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   1   1   1
  3T   1   0   0   0   0   0   0   0
  4T   0   1   1   1   1   1   1   1
  5T   0   0   0   0   0   0   0   1
  6T   0   0   0   0   1   1   1   1
  7T   1   1   1   1   1   1   0   0
  8T   1   1   1   0   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   0   0   1   1   1   1   1
 12T   0   0   1   1   1   1   1   1
 13T   1   1   1   1   0   0   0   0
 14T   1   0   0   0   0   0   0   0
 15T   0   0   0   0   0   0   1   1
 16T   0   0   0   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   0   0
 19T   0   0   0   0   0   0   1   1
 20T   0   1   1   1   1   0   0   0
 21T   1   1   1   1   1   1   1   0
 22T   1   1   1   1   1   1   1   1
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   0   0   0   0   0
 25T   1   1   0   0   0   0   0   0
