Number of Tool Switches: 23 

Time elapsed: 0.181512 
Tool Sequence:
      1J  8J  3J  6J  5J  2J  4J  7J
  1T   0   0   0   0   0   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   0   0   0   1   1   1
  4T   1   1   1   1   1   1   0   0
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   1   1   0   0   0
  7T   1   0   0   0   0   0   0   0
  8T   0   0   1   1   1   1   1   1
  9T   0   1   0   0   0   0   1   1
 10T   0   0   0   0   0   1   1   1
 11T   0   0   1   1   1   1   0   0
 12T   0   1   1   1   0   0   0   0
 13T   1   1   1   1   1   1   1   0
 14T   0   0   1   1   1   0   0   0
 15T   1   0   0   0   0   0   1   1
 16T   0   0   0   0   0   0   0   1
 17T   1   1   0   0   0   0   0   0
 18T   1   1   1   0   0   0   0   0
 19T   0   0   0   0   1   0   0   0
 20T   1   1   1   1   1   1   1   1
