Number of Tool Switches: 29 

Time elapsed: 0.152509 
Tool Sequence:
      7J  3J  1J  8J  6J  2J  4J  5J
  1T   0   0   0   0   0   1   0   0
  2T   0   0   0   0   0   0   0   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   1   1   1   0   0
  5T   1   1   0   0   0   0   0   0
  6T   0   0   0   0   0   0   1   1
  7T   1   0   0   0   0   0   0   0
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   0   0   0   0   1
 11T   1   1   1   0   0   0   0   0
 12T   1   1   0   0   1   0   0   0
 13T   1   1   1   1   1   0   0   0
 14T   0   0   0   0   1   1   0   1
 15T   0   0   0   0   0   0   0   1
 16T   0   0   0   1   1   1   1   0
 17T   0   0   0   0   0   0   1   0
 18T   0   0   0   1   1   1   0   0
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   0
 21T   0   0   1   1   0   0   0   0
 22T   0   0   1   0   0   0   1   1
 23T   0   0   1   1   0   0   0   0
 24T   0   1   0   0   0   0   0   0
 25T   0   0   0   0   0   0   1   0
