Number of Tool Switches: 25 

Time elapsed: 0.004433 
Tool Sequence:
      6J  3J  1J  7J  8J  5J  4J  2J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   1   1   0   0   0
  6T   1   1   1   1   1   0   0   0
  7T   0   0   0   1   0   0   0   0
  8T   0   0   0   0   0   0   1   1
  9T   0   0   0   0   0   0   1   0
 10T   0   0   0   0   0   1   1   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   0   0   0   0
 13T   0   0   0   0   0   0   0   1
 14T   1   1   1   0   0   0   0   0
 15T   1   1   0   0   0   0   0   0
 16T   0   0   0   0   0   0   0   1
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   0   0   0   0   0
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   1   1   1   0
 21T   0   0   0   0   0   1   0   0
 22T   0   0   0   0   0   1   0   0
 23T   0   0   1   1   1   0   0   0
 24T   0   0   0   0   1   1   0   0
 25T   0   0   0   0   0   0   1   1
