Number of Tool Switches: 30 

Time elapsed: 0.191752 
Tool Sequence:
      4J  1J  7J  2J  8J  5J  3J  6J
  1T   0   0   0   1   1   1   1   0
  2T   0   1   1   1   1   1   0   1
  3T   1   1   1   1   0   0   0   1
  4T   0   0   0   0   1   1   0   1
  5T   1   1   1   0   1   1   0   1
  6T   1   1   1   1   1   1   1   0
  7T   0   0   1   1   0   0   0   0
  8T   1   1   1   0   0   0   1   1
  9T   0   1   0   1   1   1   1   1
 10T   0   0   0   0   0   0   1   1
 11T   1   0   0   0   0   0   1   0
 12T   0   0   1   1   1   0   0   0
 13T   0   0   0   0   0   1   1   1
 14T   1   1   1   1   1   1   0   0
 15T   0   0   0   0   0   0   1   1
 16T   0   0   1   0   0   0   0   0
 17T   1   1   0   0   0   0   0   0
 18T   1   1   0   1   1   1   1   0
 19T   1   1   1   1   1   1   1   0
 20T   1   0   0   0   0   0   0   1
