Number of Tool Switches: 25 

Time elapsed: 0.010466 
Tool Sequence:
      2J  7J  3J  4J  1J  8J  5J  6J
  1T   1   1   1   1   0   0   0   0
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   0   1   0
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   1   1   0
 15T   1   1   1   1   0   0   0   0
 16T   1   1   1   1   1   1   0   0
 17T   0   0   0   0   0   1   1   1
 18T   0   0   0   0   0   0   0   1
 19T   0   0   0   0   1   0   0   0
 20T   0   0   0   0   0   0   0   1
 21T   0   0   0   0   1   1   1   1
 22T   1   1   1   1   1   1   1   0
 23T   1   1   1   1   1   1   1   1
 24T   0   0   0   0   1   0   0   0
 25T   0   0   0   0   0   0   0   1
