Number of Tool Switches: 15 

Time elapsed: 0.002348 
Tool Sequence:
      6J  2J  3J  8J  4J  5J  1J  7J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   0   0   0   0   0   0
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   1   0   0   0   0
 10T   0   0   0   0   0   0   0   1
 11T   0   0   0   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   0   0   1   0   0   0   0   0
 15T   1   1   1   1   1   1   1   1
