Number of Tool Switches: 35 

Time elapsed: 0.403178 
Tool Sequence:
      4J  1J  3J  7J  5J  2J  8J  6J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   0   0   0   1   1   1
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   0   0   0   0   0
  7T   0   0   0   1   1   1   0   0
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   1   1   1
 10T   0   1   1   1   1   1   1   1
 11T   1   1   1   1   1   0   1   1
 12T   1   1   0   0   1   1   0   0
 13T   1   1   0   0   1   0   0   0
 14T   1   1   1   1   0   0   0   1
 15T   0   0   1   0   0   1   1   1
 16T   0   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   0   0   1   1   0   0   1   0
 19T   1   0   0   0   0   0   0   0
 20T   1   1   0   1   1   0   0   1
 21T   1   1   1   0   0   0   0   0
 22T   0   0   0   1   1   1   0   0
 23T   0   0   1   1   1   1   1   0
 24T   0   0   1   1   0   0   0   0
 25T   1   0   0   0   0   0   1   1
