Number of Tool Switches: 16 

Time elapsed: 0.050979 
Tool Sequence:
      3J  8J  7J  6J  4J  5J  1J  2J
  1T   1   1   1   1   0   0   0   0
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   0   0   0   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   0   0   0   0   0   1   1   1
  7T   1   0   0   0   0   0   0   0
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   1   0   0
 10T   1   1   1   1   1   0   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   0   1   1   1   1   1   1   1
 15T   1   1   1   1   1   0   0   0
