Number of Tool Switches: 25 

Time elapsed: 0.005533 
Tool Sequence:
      6J  3J  1J  7J  4J  2J  5J  8J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   0   0   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   1   1   1
 10T   0   0   0   0   0   0   1   1
 11T   1   1   1   1   1   1   0   0
 12T   1   1   1   1   1   1   0   0
 13T   0   0   0   0   0   1   1   1
 14T   1   1   1   1   1   1   0   0
 15T   1   1   1   1   1   0   0   0
 16T   1   1   1   1   1   0   0   0
 17T   0   0   0   0   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   0   0   1   0   0
 20T   0   0   0   0   0   0   1   1
 21T   0   0   0   0   0   1   1   1
 22T   1   1   1   1   1   0   0   0
 23T   1   1   1   1   1   0   0   0
 24T   1   1   1   1   0   0   0   0
 25T   0   0   0   0   0   0   1   0
