Number of Tool Switches: 24 

Time elapsed: 0.114593 
Tool Sequence:
      2J  7J  8J  5J  3J  4J  1J  6J
  1T   1   1   0   0   1   1   1   1
  2T   1   0   0   0   0   0   1   1
  3T   1   1   0   0   0   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   0   0   0   0
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   0   0
 13T   1   1   1   1   1   0   0   0
 14T   0   0   0   1   1   1   1   1
 15T   1   1   1   0   0   0   0   0
 16T   0   0   1   1   1   1   1   1
 17T   0   0   1   1   1   1   1   1
 18T   0   0   0   0   1   0   0   0
 19T   1   1   1   1   0   1   1   1
 20T   1   1   1   1   1   1   1   1
