Number of Tool Switches: 18 

Time elapsed: 0.123446 
Tool Sequence:
      7J  8J  6J  3J  4J  2J  1J  5J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   0   0   0   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   1   1   1   1
  5T   0   1   1   1   1   1   1   1
  6T   0   0   1   1   1   1   0   0
  7T   1   0   0   0   0   0   0   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   0   0   0   0   0
 12T   0   0   0   1   1   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   0   0   0   0   1   1
 15T   1   1   1   1   1   1   1   0
