Number of Tool Switches: 20 

Time elapsed: 0.003355 
Tool Sequence:
      6J  2J  4J  1J  7J  5J  8J  3J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   0   1
  8T   0   0   0   0   0   0   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   0   0   0
 11T   0   0   0   1   0   0   0   0
 12T   0   0   0   0   0   1   1   0
 13T   0   0   0   0   0   1   0   0
 14T   0   0   0   0   1   0   0   0
 15T   1   1   1   1   0   0   0   0
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   0   0   0   1   0
 18T   0   0   0   0   1   0   0   0
 19T   0   0   0   0   0   1   0   0
 20T   1   1   1   0   0   0   0   0
