Number of Tool Switches: 25 

Time elapsed: 0.143298 
Tool Sequence:
      3J  6J  2J  4J  8J  5J  7J  1J
  1T   1   0   0   0   0   0   0   1
  2T   0   1   1   1   1   1   1   1
  3T   0   1   1   1   1   1   1   1
  4T   1   0   0   0   0   0   0   0
  5T   0   1   1   1   1   1   1   0
  6T   1   1   1   0   0   0   0   0
  7T   0   0   1   1   1   1   1   0
  8T   0   0   0   0   0   0   0   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   0   0   0   0   0   0
 11T   0   1   1   1   1   0   0   1
 12T   0   0   0   1   1   0   0   0
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   1   1   1
 15T   1   1   0   0   0   0   0   0
 16T   0   0   0   0   0   1   0   1
 17T   0   0   0   0   0   0   1   0
 18T   0   0   1   1   1   1   0   0
 19T   1   0   0   0   0   0   1   1
 20T   1   0   0   0   0   1   1   1
