Number of Tool Switches: 15 

Time elapsed: 0.002385 
Tool Sequence:
      4J  6J  1J  5J  3J  7J  8J  2J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   0   0   0
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   0   0   0   0   0
 12T   0   0   0   0   0   0   0   1
 13T   0   0   0   1   1   1   1   1
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   1   1   1   1   0
