Number of Tool Switches: 17 

Time elapsed: 0.084428 
Tool Sequence:
      1J  3J  2J  6J  8J  7J  5J  4J
  1T   0   0   1   1   1   0   0   0
  2T   1   1   0   0   0   0   0   0
  3T   1   1   1   0   0   0   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   1   1   1   1   1
  6T   1   1   1   1   0   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   1   1   1   1   1
 10T   1   1   1   0   0   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   0   0   0
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   1   1   0   0
