Number of Tool Switches: 23 

Time elapsed: 0.100561 
Tool Sequence:
      1J  4J  2J  5J  3J  7J  8J  6J
  1T   0   0   1   1   1   1   0   0
  2T   0   0   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   0   0   0
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   0   0   0   0   0   0   1   1
  8T   1   1   0   0   1   1   1   1
  9T   1   1   1   1   1   0   0   0
 10T   0   0   1   1   0   1   0   0
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   0   1   1
 13T   1   0   0   0   1   1   1   0
 14T   1   1   0   0   0   0   0   0
 15T   0   0   0   0   0   0   0   1
 16T   0   1   1   1   1   0   0   0
 17T   1   1   1   1   1   1   0   0
 18T   0   0   0   0   0   1   1   1
 19T   0   0   0   0   0   0   1   0
 20T   1   1   1   1   0   0   0   0
