Number of Tool Switches: 25 

Time elapsed: 0.004191 
Tool Sequence:
      6J  5J  3J  7J  4J  2J  8J  1J
  1T   1   1   1   1   0   0   0   0
  2T   0   0   0   0   1   1   1   1
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   0   0   0   0
  5T   1   1   1   1   0   0   0   0
  6T   0   0   0   1   0   0   0   0
  7T   0   0   0   0   0   0   0   1
  8T   1   1   1   0   0   0   0   0
  9T   1   1   0   0   0   0   0   0
 10T   1   1   0   0   0   0   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   0   0   0   0   0   0
 13T   0   0   0   1   1   1   1   1
 14T   0   0   0   0   0   0   1   1
 15T   0   0   0   0   1   1   1   1
 16T   0   0   0   0   0   0   1   1
 17T   0   0   0   1   1   1   1   1
 18T   0   0   1   0   0   0   0   0
 19T   0   0   0   1   0   0   0   0
 20T   0   0   1   0   0   0   0   0
 21T   0   0   0   0   1   1   0   0
 22T   0   0   0   0   1   1   0   0
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   1   0
 25T   0   0   1   0   0   0   0   0
