Number of Tool Switches: 20 

Time elapsed: 0.003515 
Tool Sequence:
      6J  4J  2J  5J  1J  8J  3J  7J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   0   0   0   0
 13T   0   0   0   0   0   1   1   0
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   0   0   1   0
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   0   0   0   1
 19T   1   1   1   1   1   1   0   0
 20T   0   0   0   0   1   0   0   0
