Number of Tool Switches: 24 

Time elapsed: 0.012965 
Tool Sequence:
      8J  3J  2J  5J  6J  7J  4J  1J
  1T   0   0   0   0   0   0   1   1
  2T   0   0   0   1   1   1   1   0
  3T   0   0   0   0   0   0   0   1
  4T   1   1   1   1   0   0   0   0
  5T   0   0   0   0   0   1   0   0
  6T   1   1   1   0   0   0   0   0
  7T   0   0   0   1   1   0   0   0
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   0   0   0   0   0
 10T   0   0   0   0   0   1   1   1
 11T   0   0   0   0   0   0   0   1
 12T   0   0   0   0   1   1   0   0
 13T   0   0   0   0   0   1   0   0
 14T   0   0   0   1   0   0   0   0
 15T   0   0   1   0   0   0   0   0
 16T   0   0   0   0   1   0   0   0
 17T   0   0   0   0   1   0   0   0
 18T   0   0   0   0   0   0   1   0
 19T   1   0   0   0   0   0   0   0
 20T   0   0   0   1   0   0   0   0
 21T   0   0   0   0   0   0   1   0
 22T   0   1   1   0   0   0   0   0
 23T   0   1   0   0   0   0   0   0
 24T   1   0   0   0   0   0   0   0
 25T   0   0   0   0   0   0   0   1
