Number of Tool Switches: 22 

Time elapsed: 0.043603 
Tool Sequence:
      7J  3J  4J  6J  1J  5J  8J  2J
  1T   0   0   0   0   0   0   1   1
  2T   0   0   1   1   1   0   0   0
  3T   0   1   1   0   0   0   0   0
  4T   1   1   1   0   0   1   1   1
  5T   0   0   0   1   1   0   0   0
  6T   0   0   0   1   1   1   1   1
  7T   1   0   0   0   0   1   0   0
  8T   1   0   0   0   0   0   0   0
  9T   1   0   0   0   0   0   0   0
 10T   0   1   0   0   0   0   0   0
 11T   0   1   0   0   0   0   0   0
 12T   0   1   1   0   0   0   0   0
 13T   0   0   0   1   1   1   0   0
 14T   0   0   1   0   0   0   0   0
 15T   0   0   0   0   0   0   1   1
 16T   1   0   0   0   0   0   0   0
 17T   0   0   0   0   0   1   1   0
 18T   0   0   0   1   0   0   0   0
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   1   0   0   0
