Number of Tool Switches: 25 

Time elapsed: 0.004254 
Tool Sequence:
      3J  2J  8J  1J  7J  4J  5J  6J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   1   1   1
  4T   0   0   0   0   0   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   0   0   0
  7T   0   0   0   0   0   0   0   1
  8T   1   1   1   1   1   0   0   0
  9T   0   0   0   0   1   0   0   0
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   0   0   0   0
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   0   0   0   0
 14T   0   0   0   1   0   0   0   0
 15T   0   0   0   0   0   0   0   1
 16T   0   0   0   0   1   0   0   0
 17T   0   0   0   0   0   1   0   0
 18T   0   0   0   0   0   0   0   1
 19T   0   0   0   0   0   0   1   0
 20T   1   1   1   0   0   0   0   0
 21T   1   1   1   0   0   0   0   0
 22T   0   0   0   0   0   1   0   0
 23T   0   0   0   0   1   0   0   0
 24T   0   0   0   0   0   0   1   0
 25T   0   0   0   1   1   1   1   0
