Number of Tool Switches: 25 

Time elapsed: 0.004211 
Tool Sequence:
      6J  3J  5J  2J  1J  7J  8J  4J
  1T   0   0   0   0   0   0   1   1
  2T   0   0   0   0   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   0   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   1   1   1   1
  7T   0   0   0   0   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   0   0   0   1
 15T   1   1   1   1   1   1   1   0
 16T   1   1   1   1   1   1   0   0
 17T   0   0   0   0   0   0   1   0
 18T   1   1   1   1   1   0   0   0
 19T   1   1   1   1   0   0   0   0
 20T   0   0   0   0   0   0   0   1
 21T   1   1   1   0   0   0   0   0
 22T   1   1   1   1   1   1   1   0
 23T   1   1   1   1   0   0   0   0
 24T   0   0   0   1   0   0   0   0
 25T   0   0   0   0   0   1   0   0
