Number of Tool Switches: 15 

Time elapsed: 0.002293 
Tool Sequence:
      2J  6J  5J  4J  1J  3J  7J  8J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   0   0   0
  5T   1   1   1   1   1   0   0   0
  6T   1   1   1   1   1   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   1   1   0   0
 12T   0   0   0   0   0   1   1   1
 13T   0   0   0   0   0   1   0   0
 14T   0   0   0   0   0   0   1   1
 15T   1   1   1   1   1   1   1   1
