Number of Tool Switches: 15 

Time elapsed: 0.003116 
Tool Sequence:
      4J  3J  6J  5J  1J  2J  8J  7J
  1T   0   0   0   0   0   0   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   0   1   1
  4T   1   1   1   1   1   1   0   0
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   0   0
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   0   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   0   0   0
 13T   0   0   0   0   0   0   1   1
 14T   0   0   0   0   0   1   0   0
 15T   1   1   1   1   1   1   1   1
