Number of Tool Switches: 28 

Time elapsed: 0.222519 
Tool Sequence:
      8J  7J  2J  1J  4J  3J  6J  5J
  1T   1   1   0   0   0   0   0   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   0   0   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   0   0   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   1   1   1   1   1   0
  9T   1   1   1   0   1   1   1   1
 10T   0   0   0   1   1   1   1   1
 11T   0   0   0   1   1   1   1   1
 12T   1   1   1   1   1   0   0   0
 13T   0   0   0   1   1   1   1   1
 14T   1   1   1   1   0   1   1   1
 15T   1   1   1   0   1   1   1   1
 16T   0   0   1   1   1   1   1   0
 17T   1   1   1   0   0   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   0   0   0   0
 20T   1   1   0   0   1   1   0   0
