Number of Tool Switches: 18 

Time elapsed: 0.089349 
Tool Sequence:
      2J  4J  6J  7J  5J  8J  1J  3J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   1   1   0   0   0   0
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   0   0   0   0   1
  5T   1   1   0   0   1   1   1   0
  6T   0   0   0   1   1   1   1   1
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   0   0   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   0   0   0   0   0   0   0
 14T   0   1   0   0   0   0   0   1
 15T   1   1   1   1   1   1   1   0
