Number of Tool Switches: 22 

Time elapsed: 0.110715 
Tool Sequence:
      7J  3J  1J  2J  8J  6J  5J  4J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   0   0   0   0
  4T   0   0   0   0   1   1   0   0
  5T   0   0   0   0   1   1   0   0
  6T   1   1   1   0   0   1   1   1
  7T   1   1   1   1   0   0   0   0
  8T   0   0   0   0   1   1   1   1
  9T   0   0   0   1   0   0   0   0
 10T   0   0   0   0   0   0   1   1
 11T   0   1   1   0   0   0   0   0
 12T   1   1   1   1   1   0   0   0
 13T   0   0   0   1   1   1   1   1
 14T   0   0   0   0   1   1   1   1
 15T   0   0   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   0   0   0   0   0   0   0
 18T   1   1   1   0   0   0   1   1
 19T   0   0   0   1   0   0   0   0
 20T   1   1   0   0   0   0   0   0
