Number of Tool Switches: 17 

Time elapsed: 0.078368 
Tool Sequence:
      8J  7J  5J  2J  4J  3J  6J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   0   0   0
  4T   1   1   1   0   0   1   1   1
  5T   1   1   1   0   0   0   0   0
  6T   0   0   0   1   1   1   1   1
  7T   0   0   0   1   1   1   1   1
  8T   0   0   0   0   1   1   1   1
  9T   1   1   1   1   1   1   1   0
 10T   0   0   1   0   0   0   0   1
 11T   0   0   0   1   1   1   1   1
 12T   1   1   1   1   0   0   0   0
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   0   0   0   0   0   0
