Number of Tool Switches: 26 

Time elapsed: 0.206271 
Tool Sequence:
      3J  6J  2J  5J  8J  7J  4J  1J
  1T   1   1   0   0   0   0   1   1
  2T   1   1   1   0   0   0   0   0
  3T   0   0   0   1   1   1   1   0
  4T   0   0   1   1   1   1   1   1
  5T   0   0   1   1   0   0   0   0
  6T   1   1   1   1   1   1   1   0
  7T   0   0   1   1   1   1   1   0
  8T   0   0   0   0   1   1   1   1
  9T   0   0   0   0   1   1   1   1
 10T   0   0   0   1   1   1   1   1
 11T   1   1   1   1   0   0   0   1
 12T   1   1   1   1   1   0   0   0
 13T   0   0   0   0   0   0   0   1
 14T   1   1   0   0   1   0   0   0
 15T   0   0   0   1   1   1   1   1
 16T   0   0   0   0   0   1   0   0
 17T   1   1   1   0   0   1   0   0
 18T   1   1   1   0   0   0   1   1
 19T   1   1   1   1   0   0   0   1
 20T   1   1   0   0   0   0   0   0
