Number of Tool Switches: 25 

Time elapsed: 0.004266 
Tool Sequence:
      7J  6J  2J  8J  1J  5J  4J  3J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   0   0   1
 10T   0   0   0   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   0
 15T   1   1   1   1   1   0   0   0
 16T   0   0   0   0   1   1   1   1
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   1   0   0   0   0
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   0   1   0   0
 21T   1   1   1   0   0   0   0   0
 22T   0   0   0   0   0   0   1   0
 23T   1   1   1   0   0   0   0   0
 24T   0   0   0   0   1   0   0   0
 25T   1   1   1   1   1   1   0   0
