"","Instancia","N_FST","T_FST","N_FST","T_FST","Melhores Resultado"
"1","Instancias/C4/1.txt","59","0.00000000","59","0.00000000","52"
"2","Instancias/C4/2.txt","60","0.06235984","60","0.06235984","54"
"3","Instancias/C4/3.txt","58","0.06571444","58","0.06571444","54"
"4","Instancias/C4/4.txt","58","0.06564069","58","0.06564069","50"
"5","Instancias/C4/5.txt","58","0.06092899","58","0.06092899","54"
"6","Instancias/C4/6.txt","63","0.06508643","63","0.06508643","57"
"7","Instancias/C4/7.txt","58","0.06770676","58","0.06770676","56"
"8","Instancias/C4/8.txt","56","0.06164998","56","0.06164998","54"
"9","Instancias/C4/9.txt","59","0.06443125","59","0.06443125","56"
"10","Instancias/C4/10.txt","53","0.06828734","53","0.06828734","49"
