"","Instancia","N_FST","T_FST","N_FST","T_FST","Melhores Resultado"
"1","Instancias/C2/1.txt"," 97","0.00000000"," 97","0.00000000","86"
"2","Instancias/C2/2.txt","107","0.03603111","107","0.03603111","92"
"3","Instancias/C2/3.txt"," 97","0.03959356"," 97","0.03959356","87"
"4","Instancias/C2/4.txt"," 97","0.04236232"," 97","0.04236232","84"
"5","Instancias/C2/5.txt","100","0.03337271","100","0.03337271","85"
"6","Instancias/C2/6.txt","113","0.03706221","113","0.03706221","92"
"7","Instancias/C2/7.txt","104","0.03677370","104","0.03677370","86"
"8","Instancias/C2/8.txt","101","0.03574068","101","0.03574068","86"
"9","Instancias/C2/9.txt","105","0.03786044","105","0.03786044","88"
"10","Instancias/C2/10.txt"," 90","0.03804241"," 90","0.03804241","73"
