"","Instancia","N_FST","T_FST","N_FST","T_FST","Melhores Resultado"
"1","Instancias/D2/1.txt","214","0.0000000","214","0.0000000","179"
"2","Instancias/D2/2.txt","184","0.1692654","184","0.1692654","155"
"3","Instancias/D2/3.txt","218","0.1876519","218","0.1876519","186"
"4","Instancias/D2/4.txt","218","0.1711297","218","0.1711297","183"
"5","Instancias/D2/5.txt","200","0.1796209","200","0.1796209","170"
"6","Instancias/D2/6.txt","232","0.1719501","232","0.1719501","203"
"7","Instancias/D2/7.txt","217","0.1735808","217","0.1735808","176"
"8","Instancias/D2/8.txt","195","0.1849876","195","0.1849876","161"
"9","Instancias/D2/9.txt","214","0.1864574","214","0.1864574","185"
"10","Instancias/D2/10.txt","222","0.1695507","222","0.1695507","192"
