"","Instancia","N_FST","T_FST","N_FST","T_FST","Melhores Resultado"
"1","Instancias/D4/1.txt","144","0.0000000","144","0.0000000","120"
"2","Instancias/D4/2.txt","124","0.2970320","124","0.2970320","107"
"3","Instancias/D4/3.txt","145","0.3070104","145","0.3070104","122"
"4","Instancias/D4/4.txt","144","0.2955462","144","0.2955462","126"
"5","Instancias/D4/5.txt","137","0.2892504","137","0.2892504","116"
"6","Instancias/D4/6.txt","151","0.2824254","151","0.2824254","132"
"7","Instancias/D4/7.txt","145","0.2768000","145","0.2768000","120"
"8","Instancias/D4/8.txt","131","0.2909473","131","0.2909473","114"
"9","Instancias/D4/9.txt","137","0.3144200","137","0.3144200","122"
"10","Instancias/D4/10.txt","145","0.2886920","145","0.2886920","130"
