"Instancia"	"N_FST"	"T_FST"	"N_FST"	"T_FST"	"Melhores Resultado"
"1"	"Instancias/C-2/s2n001.txt"	"28"	"0.000000000"	"28"	"0.000000000"	"0"
"2"	"Instancias/C-2/s2n001_1.txt"	"22"	"0.004677640"	"22"	"0.004677640"	"0"
"3"	"Instancias/C-2/s2n001_2.txt"	"20"	"0.011623671"	"20"	"0.011623671"	"0"
"4"	"Instancias/C-2/s2n001_3.txt"	"20"	"0.008807441"	"20"	"0.008807441"	"0"
"5"	"Instancias/C-2/s2n002.txt"	"26"	"0.002097088"	"26"	"0.002097088"	"0"
"6"	"Instancias/C-2/s2n002_1.txt"	"20"	"0.005038270"	"20"	"0.005038270"	"0"
"7"	"Instancias/C-2/s2n002_2.txt"	"20"	"0.001269910"	"20"	"0.001269910"	"0"
"8"	"Instancias/C-2/s2n002_3.txt"	"20"	"0.001494755"	"20"	"0.001494755"	"0"
"9"	"Instancias/C-2/s2n003.txt"	"28"	"0.001673030"	"28"	"0.001673030"	"0"
"10"	"Instancias/C-2/s2n003_1.txt"	"23"	"0.004063316"	"23"	"0.004063316"	"0"
"11"	"Instancias/C-2/s2n003_2.txt"	"21"	"0.015157665"	"21"	"0.015157665"	"0"
"12"	"Instancias/C-2/s2n003_3.txt"	"20"	"0.007705925"	"20"	"0.007705925"	"0"
"13"	"Instancias/C-2/s2n004.txt"	"28"	"0.001985415"	"28"	"0.001985415"	"0"
"14"	"Instancias/C-2/s2n004_1.txt"	"23"	"0.004294891"	"23"	"0.004294891"	"0"
"15"	"Instancias/C-2/s2n004_2.txt"	"21"	"0.014620351"	"21"	"0.014620351"	"0"
"16"	"Instancias/C-2/s2n004_3.txt"	"20"	"0.008140864"	"20"	"0.008140864"	"0"
"17"	"Instancias/C-2/s2n005.txt"	"28"	"0.001883921"	"28"	"0.001883921"	"0"
"18"	"Instancias/C-2/s2n005_1.txt"	"22"	"0.007356193"	"22"	"0.007356193"	"0"
"19"	"Instancias/C-2/s2n005_2.txt"	"20"	"0.007645186"	"20"	"0.007645186"	"0"
"20"	"Instancias/C-2/s2n005_3.txt"	"20"	"0.001571049"	"20"	"0.001571049"	"0"
"21"	"Instancias/C-2/s2n006.txt"	"30"	"0.001760553"	"30"	"0.001760553"	"0"
"22"	"Instancias/C-2/s2n006_1.txt"	"24"	"0.004627177"	"24"	"0.004627177"	"0"
"23"	"Instancias/C-2/s2n006_2.txt"	"22"	"0.008423769"	"22"	"0.008423769"	"0"
"24"	"Instancias/C-2/s2n006_3.txt"	"20"	"0.006524552"	"20"	"0.006524552"	"0"
"25"	"Instancias/C-2/s2n007.txt"	"26"	"0.001643206"	"26"	"0.001643206"	"0"
"26"	"Instancias/C-2/s2n007_1.txt"	"21"	"0.006237589"	"21"	"0.006237589"	"0"
"27"	"Instancias/C-2/s2n007_2.txt"	"19"	"0.007603761"	"19"	"0.007603761"	"0"
"28"	"Instancias/C-2/s2n007_3.txt"	"19"	"0.001724431"	"19"	"0.001724431"	"0"
"29"	"Instancias/C-2/s2n008.txt"	"30"	"0.002687927"	"30"	"0.002687927"	"0"
"30"	"Instancias/C-2/s2n008_1.txt"	"25"	"0.007404577"	"25"	"0.007404577"	"0"
"31"	"Instancias/C-2/s2n008_2.txt"	"21"	"0.005591827"	"21"	"0.005591827"	"0"
"32"	"Instancias/C-2/s2n008_3.txt"	"20"	"0.005285186"	"20"	"0.005285186"	"0"
"33"	"Instancias/C-2/s2n009.txt"	"22"	"0.001857354"	"22"	"0.001857354"	"0"
"34"	"Instancias/C-2/s2n009_1.txt"	"18"	"0.005624767"	"18"	"0.005624767"	"0"
"35"	"Instancias/C-2/s2n009_2.txt"	"17"	"0.005005573"	"17"	"0.005005573"	"0"
"36"	"Instancias/C-2/s2n009_3.txt"	"17"	"0.001689807"	"17"	"0.001689807"	"0"
"37"	"Instancias/C-2/s2n010.txt"	"24"	"0.002053970"	"24"	"0.002053970"	"0"
"38"	"Instancias/C-2/s2n010_1.txt"	"21"	"0.005317987"	"21"	"0.005317987"	"0"
"39"	"Instancias/C-2/s2n010_2.txt"	"20"	"0.003096794"	"20"	"0.003096794"	"0"
"40"	"Instancias/C-2/s2n010_3.txt"	"20"	"0.001660371"	"20"	"0.001660371"	"0"
